Institution,Alt Course,RPI Course
BARD COLLEGE - GREEN HAVEN CORRECTIONAL FACILITY,CHEMISTRY 202 ORGANIC CHEMISTRY (4),"CHEM 2240 ORGANIC CHEMISTRY LABORATORY II (1)
CHEM 2260 ORGANIC CHEMISTRY II (3)"
BARD COLLEGE - GREEN HAVEN CORRECTIONAL FACILITY,Economics 100 PRINCIPLES OF ECONOMICS (4),ECON 1200 INTRODUCTORY ECONOMICS (4)
BARD COLLEGE - GREEN HAVEN CORRECTIONAL FACILITY,ENVIRONMENTAL STUDIES 305 SOCIAL ENTREPRENEURSHIP PRACTICUM (4),STSO 1000 SCIENCE AND TECHNOLOGY STUDIES ELECTIVE ()
BARD COLLEGE - GREEN HAVEN CORRECTIONAL FACILITY,MATHEMATICS 141 CALCULUS I (4),MATH 1010 CALCULUS I (4)
BARD COLLEGE - GREEN HAVEN CORRECTIONAL FACILITY,MATHEMATICS 142 CALCULUS II (4),NT NOT TRANSFERABLE
BARD COLLEGE - HOLYOKE MICROCOLLEGE,ART HISTORY 113 HISTORY OF PHOTOGRAPHY (4),ARTS 1000 ARTS ELECTIVE ()
BARD COLLEGE - HOLYOKE MICROCOLLEGE,CHEMISTRY 201 ORGANIC CHEMISTRY (4),"CHEM 2230 ORGANIC CHEMISTRY LABORATORY I (1)
CHEM 2250 ORGANIC CHEMISTRY I (3)"
BARD COLLEGE - HOLYOKE MICROCOLLEGE,CHEMISTRY 202 ORGANIC CHEMISTRY (4),"CHEM 2240 ORGANIC CHEMISTRY LABORATORY II (1)
CHEM 2260 ORGANIC CHEMISTRY II (3)"
BARD COLLEGE - HOLYOKE MICROCOLLEGE,Economics 100 PRINCIPLES OF ECONOMICS (4),ECON 1200 INTRODUCTORY ECONOMICS (4)
BARD COLLEGE - HOLYOKE MICROCOLLEGE,ENVIRONMENTAL STUDIES 305 SOCIAL ENTREPRENEURSHIP PRACTICUM (4),STSO 1000 SCIENCE AND TECHNOLOGY STUDIES ELECTIVE ()
BARD COLLEGE - HOLYOKE MICROCOLLEGE,MATHEMATICS 141 CALCULUS I (4),MATH 1010 CALCULUS I (4)
BARD COLLEGE - HOLYOKE MICROCOLLEGE,MATHEMATICS 142 CALCULUS II (4),NT NOT TRANSFERABLE
BARD COLLEGE - MAT PROGRAM CA,ART HISTORY 113 HISTORY OF PHOTOGRAPHY (4),ARTS 1000 ARTS ELECTIVE ()
BARD COLLEGE - MAT PROGRAM CA,CHEMISTRY 201 ORGANIC CHEMISTRY (4),"CHEM 2230 ORGANIC CHEMISTRY LABORATORY I (1)
CHEM 2250 ORGANIC CHEMISTRY I (3)"
BARD COLLEGE - MAT PROGRAM CA,CHEMISTRY 202 ORGANIC CHEMISTRY (4),"CHEM 2240 ORGANIC CHEMISTRY LABORATORY II (1)
CHEM 2260 ORGANIC CHEMISTRY II (3)"
BARD COLLEGE - MAT PROGRAM CA,Economics 100 PRINCIPLES OF ECONOMICS (4),ECON 1200 INTRODUCTORY ECONOMICS (4)
BARD COLLEGE - MAT PROGRAM CA,ENVIRONMENTAL STUDIES 305 SOCIAL ENTREPRENEURSHIP PRACTICUM (4),STSO 1000 SCIENCE AND TECHNOLOGY STUDIES ELECTIVE ()
BARD COLLEGE - MAT PROGRAM CA,MATHEMATICS 141 CALCULUS I (4),MATH 1010 CALCULUS I (4)
BARD COLLEGE - MAT PROGRAM CA,MATHEMATICS 142 CALCULUS II (4),NT NOT TRANSFERABLE
"BARD COLLEGE - NEW YORK PUBLIC LIBRARY, COUNTEE CULLEN BRANCH",ART HISTORY 113 HISTORY OF PHOTOGRAPHY (4),ARTS 1000 ARTS ELECTIVE ()
"BARD COLLEGE - NEW YORK PUBLIC LIBRARY, COUNTEE CULLEN BRANCH",CHEMISTRY 201 ORGANIC CHEMISTRY (4),"CHEM 2230 ORGANIC CHEMISTRY LABORATORY I (1)
CHEM 2250 ORGANIC CHEMISTRY I (3)"
"BARD COLLEGE - NEW YORK PUBLIC LIBRARY, COUNTEE CULLEN BRANCH",CHEMISTRY 202 ORGANIC CHEMISTRY (4),"CHEM 2240 ORGANIC CHEMISTRY LABORATORY II (1)
CHEM 2260 ORGANIC CHEMISTRY II (3)"
"BARD COLLEGE - NEW YORK PUBLIC LIBRARY, COUNTEE CULLEN BRANCH",Economics 100 PRINCIPLES OF ECONOMICS (4),ECON 1200 INTRODUCTORY ECONOMICS (4)
"BARD COLLEGE - NEW YORK PUBLIC LIBRARY, COUNTEE CULLEN BRANCH",ENVIRONMENTAL STUDIES 305 SOCIAL ENTREPRENEURSHIP PRACTICUM (4),STSO 1000 SCIENCE AND TECHNOLOGY STUDIES ELECTIVE ()
"BARD COLLEGE - NEW YORK PUBLIC LIBRARY, COUNTEE CULLEN BRANCH",MATHEMATICS 141 CALCULUS I (4),MATH 1010 CALCULUS I (4)
"BARD COLLEGE - NEW YORK PUBLIC LIBRARY, COUNTEE CULLEN BRANCH",MATHEMATICS 142 CALCULUS II (4),NT NOT TRANSFERABLE
BARD COLLEGE - TACONIC CORRECTIONAL FACILITY,ART HISTORY 113 HISTORY OF PHOTOGRAPHY (4),ARTS 1000 ARTS ELECTIVE ()
BARD COLLEGE - TACONIC CORRECTIONAL FACILITY,CHEMISTRY 201 ORGANIC CHEMISTRY (4),"CHEM 2230 ORGANIC CHEMISTRY LABORATORY I (1)
CHEM 2250 ORGANIC CHEMISTRY I (3)"
BARD COLLEGE - TACONIC CORRECTIONAL FACILITY,CHEMISTRY 202 ORGANIC CHEMISTRY (4),"CHEM 2240 ORGANIC CHEMISTRY LABORATORY II (1)
CHEM 2260 ORGANIC CHEMISTRY II (3)"
BARD COLLEGE - TACONIC CORRECTIONAL FACILITY,Economics 100 PRINCIPLES OF ECONOMICS (4),ECON 1200 INTRODUCTORY ECONOMICS (4)
BARD COLLEGE - TACONIC CORRECTIONAL FACILITY,ENVIRONMENTAL STUDIES 305 SOCIAL ENTREPRENEURSHIP PRACTICUM (4),STSO 1000 SCIENCE AND TECHNOLOGY STUDIES ELECTIVE ()
BARD COLLEGE - TACONIC CORRECTIONAL FACILITY,MATHEMATICS 141 CALCULUS I (4),MATH 1010 CALCULUS I (4)
BARD COLLEGE - TACONIC CORRECTIONAL FACILITY,MATHEMATICS 142 CALCULUS II (4),NT NOT TRANSFERABLE
BARD COLLEGE - WOODBOURNE CORRECTIONAL FACILITY,ART HISTORY 113 HISTORY OF PHOTOGRAPHY (4),ARTS 1000 ARTS ELECTIVE ()
BARD COLLEGE - WOODBOURNE CORRECTIONAL FACILITY,CHEMISTRY 201 ORGANIC CHEMISTRY (4),"CHEM 2230 ORGANIC CHEMISTRY LABORATORY I (1)
CHEM 2250 ORGANIC CHEMISTRY I (3)"
BARD COLLEGE - WOODBOURNE CORRECTIONAL FACILITY,CHEMISTRY 202 ORGANIC CHEMISTRY (4),"CHEM 2240 ORGANIC CHEMISTRY LABORATORY II (1)
CHEM 2260 ORGANIC CHEMISTRY II (3)"
BARD COLLEGE - WOODBOURNE CORRECTIONAL FACILITY,Economics 100 PRINCIPLES OF ECONOMICS (4),ECON 1200 INTRODUCTORY ECONOMICS (4)
BARD COLLEGE - WOODBOURNE CORRECTIONAL FACILITY,ENVIRONMENTAL STUDIES 305 SOCIAL ENTREPRENEURSHIP PRACTICUM (4),STSO 1000 SCIENCE AND TECHNOLOGY STUDIES ELECTIVE ()
BARD COLLEGE - WOODBOURNE CORRECTIONAL FACILITY,MATHEMATICS 141 CALCULUS I (4),MATH 1010 CALCULUS I (4)
BARD COLLEGE - WOODBOURNE CORRECTIONAL FACILITY,MATHEMATICS 142 CALCULUS II (4),NT NOT TRANSFERABLE
BARNARD COLLEGE,ENGL BC1903 DEAD MOTHERS AND WICKED STEPMOTHERS: THE MATERNAL IN FOLK AND FAIRY TALES (3.00),LITR 2000 LITERATURE ELECTIVE ()
BEIJING INSTITUTE OF TECHNOLOGY - RPI STUDY ABROAD,"ELEC 01 ANALOG CIRCUIT BASIC EXPERIMENT
ENGR 01 FUNDAMENTALS OF CIRCUIT ANALYSIS",ECSE 2010 ELECTRIC CIRCUITS (4)
BEIJING INSTITUTE OF TECHNOLOGY - RPI STUDY ABROAD,"ELEC 02 DIGITAL ELECTRONIC EXPERIMENT
ENGR 06 FOUNDATION OF DIGITAL CIRCUITS",ECSE 4040 DIGITAL ELECTRONICS (3)
BEIJING INSTITUTE OF TECHNOLOGY - RPI STUDY ABROAD,"ENGR 02 ELECTRONIC CIRCUIT ANALYSIS FOUNDATION
ENGR 03 FOUNDATION OF ANALOG CIRCUITS",ECSE 2050 INTRODUCTION TO ELECTRONICS (4)
BEIJING INSTITUTE OF TECHNOLOGY - RPI STUDY ABROAD,ENGR 04 SIGNALS AND SYSTEMS,ECSE 2410 SIGNALS AND SYSTEMS (3)
BEIJING INSTITUTE OF TECHNOLOGY - RPI STUDY ABROAD,ENGR 05 FUNDAMENTALS OF ENGINEERING DRAWING,ENGR 1400 ENGINEERING COMMUNICATIONS (1)
BEIJING INSTITUTE OF TECHNOLOGY - RPI STUDY ABROAD,ENGR 08 MICROCOMPUTER PROC AND INTERF,"ECSE 2000 ""ELECTRICAL, COMPPUTER, AND SYSTEMS ENGINEERING ELECTIVE"" ()"
BEIJING INSTITUTE OF TECHNOLOGY - RPI STUDY ABROAD,ENGR 09 DIGITAL IMAGE PROCESSING,"ECSE 2000 ""ELECTRICAL, COMPPUTER, AND SYSTEMS ENGINEERING ELECTIVE"" ()"
BELLEVUE COLLEGE,CHEM& 162 GENERAL CHEMISTRY II (6),CHEM 1200 CHEMISTRY II (4)
BELLEVUE COLLEGE,CS 210 FUNDAMENTALS OF COMPUTER SCIENCE I (5),CSCI 1100 COMPUTER SCIENCE I (4)
BELLEVUE COLLEGE,MATH 238 DIFFERENTIAL EQUATIONS (5),MATH 2400 INTRODUCTION TO DIFFERENTIAL EQUATIONS (4)
BELLEVUE COLLEGE,"MATH& 151 CALCULUS I (5)
MATH& 152 CALCULUS II (5)
MATH& 153 CALCULUS III (5)
MATH& 254 CALCULUS IV (5)","MATH 1010 CALCULUS I (4)
MATH 1020 CALCULUS II (4)
MATH 2011 MULTIVARIABLE CALCULUS (2)"
BELLEVUE COLLEGE,MATH& 151 CALCULUS I (5),MATH 1010 CALCULUS I (4)
BENTLEY UNIVERSITY,CS 100 SOLVING BUSINESS PROBLEMS WITH INFORMATION TECHNOLOGY (3),MGMT 1000 MANAGEMENT ELECTIVE ()
BENTLEY UNIVERSITY,EMS 101 CRITICAL READING AND WRITING (3),WRIT 1000 WRITING ELECTIVE ()
BENTLEY UNIVERSITY,FDS 100 FALCON DISCOVERY SEMINAR (3),NT NOT TRANSFERABLE
BENTLEY UNIVERSITY,MA 105 MATHEMATICAL FOUNDATIONS FOR BUSINESS (3),MGMT 2100 STATISTICAL METHODS (4)
BENTLEY UNIVERSITY,MG 116 HUMAN DYNAMICS IN ORGANIZATIONS (3),MGMT 1000 MANAGEMENT ELECTIVE ()
BERGEN COMMUNITY COLLEGE,BIO-103 THE HUMAN BODY (4),BIOL 1000 BIOLOGY ELECTIVE ()
BERGEN COMMUNITY COLLEGE,CIS-288 DISCRETE MATH [COMPUTER SCIENCE] (4),CSCI 2200 FOUNDATIONS OF COMPUTER SCIENCE (4)
BERGEN COMMUNITY COLLEGE,LAN-112 ITALIAN I (3),LANG 1000 FOREIGN LANGUAGES ELECTIVE ()
BERGEN COMMUNITY COLLEGE,LAN-276 CHINESE [MANDARIN] II (3),LANG 2410 CHINESE II (4)
BERGEN COMMUNITY COLLEGE,MAT-280 CALCULUS I (4),MATH 1010 CALCULUS I (4)
BERGEN COMMUNITY COLLEGE,MUS-103 FUNDAMENTALS OF MUSIC (3),ARTS 1380 FUNDAMENTALS OF MUSIC AND SOUND (4)
BERGEN COMMUNITY COLLEGE,PHY-111 ASTRONOMY (4),ASTR 1000 ASTRONOMY ELECTIVE ()
BERGEN COMMUNITY COLLEGE,PHY-113 GEOLOGY (4),ERTH 1000 EARTH AND ENVIRONMENTAL SCIENCE ELECTIVE ()
BERGEN COMMUNITY COLLEGE,PHY-290 PHYSICS II (4),PHYS 1200 PHYSICS II (4)
BERKELEY COLLEGE - WESTCHESTER CAMPUS,ACC1111 FINANCIAL ACCOUNTING I (3),MGMT 2300 FINANCIAL ACCOUNTING IN THE DIGITAL AGE (4)
BERKELEY COLLEGE - WESTCHESTER CAMPUS,ENG1105 WRITING AND RESEARCH (3),WRIT 1110 WRITING IN CONTEXT (4)
BERKELEY COLLEGE - WESTCHESTER CAMPUS,ENG2205 WRITING THROUGH LITERATURE (3),WRIT 2000 WRITING ELECTIVE ()
BERKELEY COLLEGE - WESTCHESTER CAMPUS,MAT2215 STATISTICS I (3),MGMT 2100 STATISTICAL METHODS (4)
BERKELEY COLLEGE - WESTCHESTER CAMPUS,MGT2220 PRINCIPLES OF MANAGEMENT (3),MGMT 1100 MANAGEMENT IN THE DIGITAL AGE (4)
BERKELEY COLLEGE - WESTCHESTER CAMPUS,MKT2220 PRINCIPLES OF MARKETING (3),MGMT 2430 MARKETING PRINCIPLES (4)
BERKELEY COLLEGE - WESTCHESTER CAMPUS,SOC2225 INTRODUCTION TO PSYCHOLOGY (3),PSYC 1200 INTRODUCTION TO PSYCHOLOGICAL SCIENCE (4)
BERKELEY COLLEGE-NEW YORK,ACC1111 FINANCIAL ACCOUNTING I (3),MGMT 2300 FINANCIAL ACCOUNTING IN THE DIGITAL AGE (4)
BERKELEY COLLEGE-NEW YORK,ENG1105 WRITING AND RESEARCH (3),WRIT 1110 WRITING IN CONTEXT (4)
BERKELEY COLLEGE-NEW YORK,ENG2205 WRITING THROUGH LITERATURE (3),WRIT 2000 WRITING ELECTIVE ()
BERKELEY COLLEGE-NEW YORK,MAT2215 STATISTICS I (3),MGMT 2100 STATISTICAL METHODS (4)
BERKELEY COLLEGE-NEW YORK,MGT2220 PRINCIPLES OF MANAGEMENT (3),MGMT 1100 MANAGEMENT IN THE DIGITAL AGE (4)
BERKELEY COLLEGE-NEW YORK,MKT2220 PRINCIPLES OF MARKETING (3),MGMT 2430 MARKETING PRINCIPLES (4)
BERKELEY COLLEGE-NEW YORK,SOC2225 INTRODUCTION TO PSYCHOLOGY (3),PSYC 1200 INTRODUCTION TO PSYCHOLOGICAL SCIENCE (4)
BERKELEY COLLEGE-WOODLAND PARK,ACC1111 FINANCIAL ACCOUNTING I (3),MGMT 2300 FINANCIAL ACCOUNTING IN THE DIGITAL AGE (4)
BERKELEY COLLEGE-WOODLAND PARK,ENG1105 WRITING AND RESEARCH (3),WRIT 1110 WRITING IN CONTEXT (4)
BERKELEY COLLEGE-WOODLAND PARK,ENG2205 WRITING THROUGH LITERATURE (3),WRIT 2000 WRITING ELECTIVE ()
BERKELEY COLLEGE-WOODLAND PARK,MAT2215 STATISTICS I (3),MGMT 2100 STATISTICAL METHODS (4)
BERKELEY COLLEGE-WOODLAND PARK,MGT2220 PRINCIPLES OF MANAGEMENT (3),MGMT 1100 MANAGEMENT IN THE DIGITAL AGE (4)
BERKELEY COLLEGE-WOODLAND PARK,MKT2220 PRINCIPLES OF MARKETING (3),MGMT 2430 MARKETING PRINCIPLES (4)
BERKELEY COLLEGE-WOODLAND PARK,SOC2225 INTRODUCTION TO PSYCHOLOGY (3),PSYC 1200 INTRODUCTION TO PSYCHOLOGICAL SCIENCE (4)
BERKSHIRE COMMUNITY COLLEGE,BIO 105 FUNDAMENTALS OF BIOLOGY (4),BIOL 1000 BIOLOGY ELECTIVE ()
BERKSHIRE COMMUNITY COLLEGE,CHM 102 INTRODUCTORY CHEMISTRY II (4),CHEM 1200 CHEMISTRY II (4)
BERKSHIRE COMMUNITY COLLEGE,ENT 115 INTRODUCTION TO ENGINEERING (3),ENGR 1000 ENGINEERING ELECTIVE ()
BERKSHIRE COMMUNITY COLLEGE,ENT 212 STATICS (3),ENGR 1100 INTRODUCTION TO ENGINEERING ANALYSIS (4)
BERKSHIRE COMMUNITY COLLEGE,ENT 213 DYNAMICS (3),ENGR 2090 ENGINEERING DYNAMICS (4)
BERKSHIRE COMMUNITY COLLEGE,ENT 214 STRENGTH OF MATERIALS (3),ENGR 2530 STRENGTH OF MATERIALS (4)
BOISE STATE UNIVERSITY,MATH275 MULTIVARIABLE AND VECTOR CALCULUS (4),MATH 2010 MULTIVARIABLE CALCULUS AND MATRIX ALGEBRA (4)
BOSTON UNIVERSITY,CAS CH 101 GENERAL CHEMISTRY 1 (4),CHEM 1100 CHEMISTRY I (4)
BOSTON UNIVERSITY,CAS CS 111 INTRODUCTION TO COMPUTER SCIENCE 1 (4),CSCI 1100 COMPUTER SCIENCE I (4)
BOSTON UNIVERSITY,CAS EC 202 INTERMEDIATE MACROECONOMIC ANALYSIS (4),ECON 2020 INTERMEDIATE MACROECONOMIC THEORY (4)
BOSTON UNIVERSITY,CAS MA 115 STATISTICS I (4),"* STUDENT CAN ONLY RECEIVE CREDIT FOR ONE: ENGR 2600 OR MGMT 2100.
ENGR 2600 MODELING AND ANALYSIS OF UNCERTAINTY (3)"
BOSTON UNIVERSITY,CAS MA 115 STATISTICS I (4),"* STUDENT CAN ONLY RECEIVE CREDIT FOR ONE: ENGR 2600 OR MGMT 2100.
MGMT 2100 STATISTICAL METHODS (4)"
BOSTON UNIVERSITY,"CAS MA 225 MULTIVARIATE CALCULUS (4)
CAS MA 242 LINEAR ALGEBRA (4)",MATH 2010 MULTIVARIABLE CALCULUS AND MATRIX ALGEBRA (4)
BOSTON UNIVERSITY,CAS MA 226 DIFFERENTIAL EQUATIONS (4),MATH 2400 INTRODUCTION TO DIFFERENTIAL EQUATIONS (4)
BOSTON UNIVERSITY,CAS MA 581 PROBABILITY (4),MATP 4600 PROBABILITY THEORY AND APPLICATIONS (4)
BOSTON UNIVERSITY,CAS PY 212 GENERAL PHYSICS 2 (4),PHYS 1200 PHYSICS II (4)
BOSTON UNIVERSITY,ENG EC 410 INTRODUCTION TO ELECTRONICS ( 4),ECSE 2050 INTRODUCTION TO ELECTRONICS (4)
BOSTON UNIVERSITY,MET CS 248 DISCRETE MATHEMATICS ( 4),CSCI 2200 FOUNDATIONS OF COMPUTER SCIENCE (4)
BRANDEIS UNIVERSITY,BUS 6a FINANCIAL ACCOUNTING (1),MGMT 2300 FINANCIAL ACCOUNTING IN THE DIGITAL AGE (4)
BRANDEIS UNIVERSITY,BUS 10a BUSINESS FUNDAMENTALS (1),MGMT 1100 MANAGEMENT IN THE DIGITAL AGE (4)
BRANDEIS UNIVERSITY,BUS 114a MANAGERIAL ACCOUNTING (1),MGMT 2000 MANAGEMENT ELECTIVE ()
BRANDEIS UNIVERSITY,BUS 152a MARKETING MANAGEMENT (1),MGMT 2430 MARKETING PRINCIPLES (4)
BRANDEIS UNIVERSITY,ECON 10a INTRODUCTION TO MICROECONOMICS (1),ECON 2010 INTERMEDIATE MICROECONOMIC THEORY (4)
BRANDEIS UNIVERSITY,ECON 20a INTRODUCTION TO MACROECONOMICS (1),ECON 2020 INTERMEDIATE MACROECONOMIC THEORY (4)
BRANDEIS UNIVERSITY,ECON 35b HISTORY OF TAXATION (1),ECON 2000 ECONOMICS ELECTIVE ()
BRANDEIS UNIVERSITY,ECON 83a STATISTICS FOR ECONOMIC ANALYSIS (1),ECON 2000 ECONOMICS ELECTIVE ()
BRANDEIS UNIVERSITY,HISP 32a INTERMEDIATE SPANISH: CONVERSATION (1),LANG 2000 FOREIGN LANGUAGES ELECTIVE ()
BRANDEIS UNIVERSITY,"HIST 50b AMERICAN TRANSFORMATIONS: PERSPECTIVES ON UNITED STATES HISTORY, ORIGINS TO THE PRESENT (1)",STSO 2000 SCIENCE AND TECHNOLOGY STUDIES ELECTIVE ()
BRANDEIS UNIVERSITY,PHIL 17a INTRODUCTION TO ETHICS (1),PHIL 1000 PHILOSOPHY ELECTIVE ()
BRANDEIS UNIVERSITY,SOC 56b SOCIOLOGY OF CELEBRITY (1),STSO 2000 SCIENCE AND TECHNOLOGY STUDIES ELECTIVE ()
BRANDEIS UNIVERSITY,UWS 56b TRACKING THE DIGITAL SELF (1),WRIT 1000 WRITING ELECTIVE ()
BRIDGEPORT HOSPITAL SCHOOL OF NURSING,MEEG 423 COMPUTER AIDED MANUFACTURING (CAM) AND NC MACHINING (3),"MANE 4000 ""MECHANICAL, AEROSPACE, AND NUCLEAR ENGINEERING ELECTIVE"" ()"
BRIDGEWATER STATE UNIVERSITY,PHYS 182 ELEMENTS OF PHYSICS II (4),PHYS 1200 PHYSICS II (4)
BRIGHAM YOUNG UNIVERSITY,CHEM 105 GENERAL COLLEGE CHEMISTRY 1 WITH LAB (INTEGRATED) (4.0),CHEM 1100 CHEMISTRY I (4)
BRIGHAM YOUNG UNIVERSITY,ENGL 218 CREATIVE WRITING (3.0),WRIT 1769 INTRODUCTION TO CREATIVE WRITING (4)
BRISTOL COMMUNITY COLLEGE,ART 105 SURVEY OF ART HISTORY I: ANCIENT THROUGH RENAISSANCE ART (3),ARTS 1000 ARTS ELECTIVE ()
BRISTOL COMMUNITY COLLEGE,BIO 111 GENERAL BIOLOGY I (4),"BIOL 1010 INTRODUCTION TO BIOLOGY (3)
BIOL 1015 INTRODUCTION TO BIOLOGY LABORATORY (1)"
BRISTOL COMMUNITY COLLEGE,BIO 121 FUNDAMENTALS OF BIOLOGICAL SCIENCE I (4),BIOL 1000 BIOLOGY ELECTIVE ()
BRISTOL COMMUNITY COLLEGE,CHM 090 INTRODUCTION TO CHEMISTRY (4),NT NOT TRANSFERABLE
BRISTOL COMMUNITY COLLEGE,ECN 111 PRINCIPLES OF ECONOMICS-MACRO (3),ECON 1000 ECONOMICS ELECTIVE ()
BRISTOL COMMUNITY COLLEGE,"ECN 111 PRINCIPLES OF ECONOMICS-MACRO (3)
ECN 112 PRINCIPLES OF ECONOMICS-MICRO (3)","ECON 1000 ECONOMICS ELECTIVE ()
ECON 1200 INTRODUCTORY ECONOMICS (4)"
BRISTOL COMMUNITY COLLEGE,ENG 253 ENGLISH LITERATURE I (3),LITR 2110 INTRODUCTION TO LITERATURE (4)
BRISTOL COMMUNITY COLLEGE,MTH 254 ORDINARY DIFFERENTIAL EQUATIONS (3),MATH 2400 INTRODUCTION TO DIFFERENTIAL EQUATIONS (4)
BRISTOL COMMUNITY COLLEGE,PHL 101 INTRODUCTION TO PHILOSOPHY (3),PHIL 1110 INTRODUCTION TO PHILOSOPHY (4)
BRISTOL COMMUNITY COLLEGE,PHL 152 ETHICS: MAKING ETHICAL DECISIONS IN A MODERN WORLD (3),PHIL 1000 PHILOSOPHY ELECTIVE ()
BRISTOL COMMUNITY COLLEGE,PHY 212 GENERAL PHYSICS II (4),PHYS 1200 PHYSICS II (4)
BROOKDALE COMMUNITY COLLEGE,CADD121 ENGINEERING GRAPHICS WITH CAD (3),"ENGR 1000 ENGINEERING ELECTIVE ()
ENGR 1200 ENGINEERING GRAPHICS AND CAD (1)"
BROOKDALE COMMUNITY COLLEGE,ECON106 MICRO ECONOMICS (3),ECON 1000 ECONOMICS ELECTIVE ()
BROOKDALE COMMUNITY COLLEGE,ENGI101 ENGINEERING MECHANICS I (3),ENGR 1100 INTRODUCTION TO ENGINEERING ANALYSIS (4)
BROOKDALE COMMUNITY COLLEGE,ENGI103 ENGINEERING PROBLEM SOLVING WITH COMPUTERS (3),ENGR 2000 ENGINEERING ELECTIVE ()
BROOKDALE COMMUNITY COLLEGE,ENGI105 INTRODUCTION TO ENGINEERING (1),ENGR 1000 ENGINEERING ELECTIVE ()
BROOKDALE COMMUNITY COLLEGE,ENGI121 ENGINEERING GRAPHICS WITH CAD (2),ENGR 1200 ENGINEERING GRAPHICS AND CAD (1)
BROOKDALE COMMUNITY COLLEGE,ENGI241 PRINCIPLES OF EE I (CIRCUITS) (4),"ECSE 1000 ""ELECTRICAL, COMPPUTER, AND SYSTEMS ENGINEERING ELECTIVE"" ()"
BROOKDALE COMMUNITY COLLEGE,ENGI242 PRINCIPLES OF EE II (ELECTRONICS) (4),"ECSE 2000 ""ELECTRICAL, COMPPUTER, AND SYSTEMS ENGINEERING ELECTIVE"" ()"
BROOKDALE COMMUNITY COLLEGE,ENGI251 DIGITAL I (3),"ECSE 2000 ""ELECTRICAL, COMPPUTER, AND SYSTEMS ENGINEERING ELECTIVE"" ()"
BROOKDALE COMMUNITY COLLEGE,ENGL121 ENGLISH COMP: WRITING PROCESS,WRIT 1000 WRITING ELECTIVE ()
BROOKDALE COMMUNITY COLLEGE,ENGL122 ENGLISH COMPOSITION: WRITING AND RESEARCH (3),WRIT 1000 WRITING ELECTIVE ()
BROOKDALE COMMUNITY COLLEGE,ENGL155 THE SHORT STORY,LITR 1000 LITERATURE ELECTIVE ()
BROOKDALE COMMUNITY COLLEGE,HIST136 AMERICAN CIVILIZATION II,STSO 1000 SCIENCE AND TECHNOLOGY STUDIES ELECTIVE ()
BROOKDALE COMMUNITY COLLEGE,HIST137 RECENT AMERICAN HISTORY,STSO 1000 SCIENCE AND TECHNOLOGY STUDIES ELECTIVE ()
BROOKDALE COMMUNITY COLLEGE,MATH274 ELEMENTARY DIFFERENTIAL EQUATIONS (4),MATH 2400 INTRODUCTION TO DIFFERENTIAL EQUATIONS (4)
BROOKDALE COMMUNITY COLLEGE,PHYS122 GENERAL PHYSICS II (4),PHYS 1200 PHYSICS II (4)
BROOME COMMUNITY COLLEGE,AST 113 INTRODUCTORY ASTRONOMY (4),ASTR 1000 ASTRONOMY ELECTIVE ()
BROOME COMMUNITY COLLEGE,CHM 145 GENERAL CHEMISTRY I (4),CHEM 1100 CHEMISTRY I (4)
BROOME COMMUNITY COLLEGE,CIV 113 ENGINEERING DRAWING I W/CAD (2),"CIVL 1200 ENGINEERING GRAPHICS FOR CIVIL ENGINEERS (1)
ENGR 1000 ENGINEERING ELECTIVE ()"
BROOME COMMUNITY COLLEGE,CIV 119 ARCHITECTURAL DRAWING W/CAD (2),ENGR 1000 ENGINEERING ELECTIVE ()
BROOME COMMUNITY COLLEGE,CIV 136 CONSTRUCTION METHODS & MANAGEMENT (2),CIVL 4270 CONSTRUCTION MANAGEMENT (3)
BROOME COMMUNITY COLLEGE,CIV 201 SURVEYING I (4),CIVL 2000 CIVIL ENGINEERING ELECTIVE ()
BROOME COMMUNITY COLLEGE,CIV 202 SURVEYING II (4),CIVL 2000 CIVIL ENGINEERING ELECTIVE ()
BROOME COMMUNITY COLLEGE,CST 127 INTRODUCTION TO C++ FOR ENGINEERS (3),ENGR 1000 ENGINEERING ELECTIVE ()
BROOME COMMUNITY COLLEGE,"EGR 100 L ENGINEERING ORIENTATION: STUDENT SUCCESS I (0.5)
EGR 101 ENGINEERING ORIENTATION: STUDENT SUCCESS II (0.5)",ENGR 1000 ENGINEERING ELECTIVE ()
BROOME COMMUNITY COLLEGE,EGR 150 ENGINEERING DESIGN I WITH GRAPHICS (2),ENGR 1200 ENGINEERING GRAPHICS AND CAD (1)
BROOME COMMUNITY COLLEGE,EGR 151 ENGINEERING DESIGN II (2),ENGR 1000 ENGINEERING ELECTIVE ()
BROOME COMMUNITY COLLEGE,"EGR 200 L ENGINEERING ORIENTATION: STUDENT SUCCESS III (0.5)
EGR 201 L ENGINEERING ORIENTATION: STUDENT SUCCESS IV (0.5)",ENGR 1000 ENGINEERING ELECTIVE ()
BROOME COMMUNITY COLLEGE,"EGR 201 ENGINEERING ORIENTATION: STUDENT SUCCESS IV (0.5)
EGR 201 ENGINEERING ORIENTATION: STUDENT SUCCESS IV (0.5)",ENGR 1010 PROFESSIONAL DEVELOPMENT: GROUP DYNAMICS (1)
BROOME COMMUNITY COLLEGE,EGR 281 MECHANICS (STATICS) (3),ENGR 1100 INTRODUCTION TO ENGINEERING ANALYSIS (4)
